sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample
FC615DRAAXX:2:66:18479:19736#0/1	45	45	1	smNRPS-CC	5875	1893	1937	100	1.69e-13	V1.CD10.0
FC615DRAAXX:2:71:2822:8112#0/1	46	1	46	smNRPS-CC	5875	2164	2209	100	4.7e-14	V1.CD10.0
FC615DRAAXX:2:71:3130:6740#0/2	46	46	1	smNRPS-CC	5875	2736	2781	100	4.7e-14	V1.CD10.0
FC615DRAAXX:2:107:18661:3643#0/1	46	1	46	smNRPS-CC	5875	3510	3555	100	4.7e-14	V1.CD10.0
FC615DRAAXX:2:10:18379:18023#0/2	47	47	1	smNRPS-CC	5875	3579	3625	100	1.31e-14	V1.CD10.0
FC615DRAAXX:2:22:4123:1755#0/2	47	47	1	smNRPS-CC	5875	398	444	100	1.31e-14	V1.CD10.0
FC615DRAAXX:2:98:17822:3209#0/1	47	1	47	smNRPS-CC	5875	4677	4723	100	1.31e-14	V1.CD10.0
FC615DRAAXX:2:119:6950:8802#0/1	47	47	1	smNRPS-CC	5875	2417	2463	100	1.31e-14	V1.CD10.0
FC615DRAAXX:2:5:1340:11847#0/2	51	1	51	smNRPS-CC	5875	4757	4807	98.039	3.63e-15	V1.CD10.0
FC615DRAAXX:2:17:16607:4900#0/2	52	1	49	smNRPS-CC	5875	2146	2194	100	1.01e-15	V1.CD10.0
FC615DRAAXX:2:5:19760:19094#0/2	53	1	53	smNRPS-CC	5875	3552	3604	98.113	2.81e-16	V1.CD10.0
FC615DRAAXX:2:8:17462:17156#0/2	50	50	1	smNRPS-CC	5875	1746	1795	100	2.81e-16	V1.CD10.0
FC615DRAAXX:2:36:18517:16191#0/1	53	1	50	smNRPS-CC	5875	986	1035	100	2.81e-16	V1.CD10.0
FC615DRAAXX:2:116:5585:9354#0/2	50	50	1	smNRPS-CC	5875	816	865	100	2.81e-16	V1.CD10.0
FC615DRAAXX:2:19:8337:5536#0/1	50	1	50	smNRPS-CC	5875	564	613	100	2.81e-16	V1.CD10.0
FC615DRAAXX:2:25:8079:5317#0/2	51	51	1	smNRPS-CC	5875	4680	4730	100	7.81e-17	V1.CD10.0
FC615DRAAXX:2:51:10810:21100#0/2	51	1	51	smNRPS-CC	5875	5793	5843	100	7.81e-17	V1.CD10.0
FC615DRAAXX:2:62:9610:11917#0/1	72	1	51	smNRPS-CC	5875	5825	5875	100	7.81e-17	V1.CD10.0
FC615DRAAXX:2:66:1669:2123#0/2	51	1	51	smNRPS-CC	5875	1029	1079	100	7.81e-17	V1.CD10.0
FC615DRAAXX:2:82:3053:21114#0/1	51	51	1	smNRPS-CC	5875	1711	1761	100	7.81e-17	V1.CD10.0
FC615DRAAXX:2:119:17783:2922#0/2	51	1	51	smNRPS-CC	5875	5465	5515	100	7.81e-17	V1.CD10.0
FC615DRAAXX:2:14:5373:4695#0/1	51	1	51	smNRPS-CC	5875	110	160	100	7.81e-17	V1.CD10.0
FC615DRAAXX:2:45:19194:20252#0/1	52	52	1	smNRPS-CC	5875	4851	4902	100	2.17e-17	V1.CD10.0
FC615DRAAXX:2:69:2458:2990#0/2	52	1	52	smNRPS-CC	5875	2717	2768	100	2.17e-17	V1.CD10.0
FC615DRAAXX:2:102:8887:18521#0/1	52	1	52	smNRPS-CC	5875	1872	1923	100	2.17e-17	V1.CD10.0
FC615DRAAXX:2:111:17045:13009#0/2	52	52	1	smNRPS-CC	5875	3382	3433	100	2.17e-17	V1.CD10.0
FC615DRAAXX:2:7:15848:1408#0/2	53	1	53	smNRPS-CC	5875	3851	3903	100	6.04e-18	V1.CD10.0
FC615DRAAXX:2:30:7147:12424#0/2	53	53	1	smNRPS-CC	5875	4563	4615	100	6.04e-18	V1.CD10.0
FC615DRAAXX:2:45:19194:20252#0/2	53	1	53	smNRPS-CC	5875	4557	4609	100	6.04e-18	V1.CD10.0
FC615DRAAXX:2:45:19315:16835#0/2	59	59	1	smNRPS-CC	5875	2271	2329	96.61	6.04e-18	V1.CD10.0
FC615DRAAXX:2:36:15194:921#0/2	53	1	53	smNRPS-CC	5875	1609	1661	100	6.04e-18	V1.CD10.0
FC615DRAAXX:2:51:3083:14560#0/1	54	54	1	smNRPS-CC	5875	2267	2320	100	1.68e-18	V1.CD10.0
FC615DRAAXX:2:117:11898:18621#0/1	54	54	1	smNRPS-CC	5875	1612	1665	100	1.68e-18	V1.CD10.0
FC615DRAAXX:2:9:9209:8303#0/1	54	54	1	smNRPS-CC	5875	2166	2219	100	1.68e-18	V1.CD10.0
FC615DRAAXX:2:10:18942:12396#0/2	58	1	58	smNRPS-CC	5875	2091	2148	98.276	4.67e-19	V1.CD10.0
FC615DRAAXX:2:15:7096:12170#0/2	55	1	55	smNRPS-CC	5875	5143	5197	100	4.67e-19	V1.CD10.0
FC615DRAAXX:2:59:14755:5898#0/2	55	55	1	smNRPS-CC	5875	5396	5450	100	4.67e-19	V1.CD10.0
FC615DRAAXX:2:61:1313:17456#0/1	55	1	55	smNRPS-CC	5875	642	696	100	4.67e-19	V1.CD10.0
FC615DRAAXX:2:100:17652:17054#0/2	65	8	65	smNRPS-CC	5875	1	58	98.276	4.67e-19	V1.CD10.0
FC615DRAAXX:2:106:5414:4965#0/2	55	1	55	smNRPS-CC	5875	1969	2023	100	4.67e-19	V1.CD10.0
FC615DRAAXX:2:6:16574:16879#0/1	72	17	72	smNRPS-CC	5875	1	56	100	1.3e-19	V1.CD10.0
FC615DRAAXX:2:15:2771:3055#0/1	72	1	56	smNRPS-CC	5875	5820	5875	100	1.3e-19	V1.CD10.0
FC615DRAAXX:2:67:4535:13802#0/1	56	56	1	smNRPS-CC	5875	2622	2677	100	1.3e-19	V1.CD10.0
FC615DRAAXX:2:75:8532:18127#0/2	72	1	56	smNRPS-CC	5875	5820	5875	100	1.3e-19	V1.CD10.0
FC615DRAAXX:2:76:2168:9087#0/1	72	1	56	smNRPS-CC	5875	5820	5875	100	1.3e-19	V1.CD10.0
FC615DRAAXX:2:94:18396:12529#0/2	56	56	1	smNRPS-CC	5875	5432	5487	100	1.3e-19	V1.CD10.0
FC615DRAAXX:2:17:8985:20491#0/2	60	1	60	smNRPS-CC	5875	3556	3615	98.333	3.61e-20	V1.CD10.0
FC615DRAAXX:2:54:16886:2590#0/2	60	1	60	smNRPS-CC	5875	4552	4611	98.333	3.61e-20	V1.CD10.0
FC615DRAAXX:2:67:3608:7039#0/2	57	57	1	smNRPS-CC	5875	1053	1109	100	3.61e-20	V1.CD10.0
FC615DRAAXX:2:84:18489:4162#0/2	57	57	1	smNRPS-CC	5875	3580	3636	100	3.61e-20	V1.CD10.0
FC615DRAAXX:2:90:7268:2661#0/2	60	1	60	smNRPS-CC	5875	2261	2320	98.333	3.61e-20	V1.CD10.0
FC615DRAAXX:2:40:3319:20848#0/2	57	57	1	smNRPS-CC	5875	4609	4665	100	3.61e-20	V1.CD10.0
FC615DRAAXX:2:4:2207:8327#0/2	61	1	61	smNRPS-CC	5875	126	186	98.361	1e-20	V1.CD10.0
FC615DRAAXX:2:54:4067:16061#0/1	58	1	58	smNRPS-CC	5875	3945	4002	100	1e-20	V1.CD10.0
FC615DRAAXX:2:64:4397:8900#0/2	58	58	1	smNRPS-CC	5875	4898	4955	100	1e-20	V1.CD10.0
FC615DRAAXX:2:64:4921:17911#0/2	58	1	58	smNRPS-CC	5875	5558	5615	100	1e-20	V1.CD10.0
FC615DRAAXX:2:42:19644:12503#0/1	58	58	1	smNRPS-CC	5875	4058	4115	100	1e-20	V1.CD10.0
FC615DRAAXX:2:46:7306:14082#0/1	58	58	1	smNRPS-CC	5875	2302	2359	100	1e-20	V1.CD10.0
FC615DRAAXX:2:9:1404:19016#0/1	59	59	1	smNRPS-CC	5875	3578	3636	100	2.79e-21	V1.CD10.0
FC615DRAAXX:2:14:7361:13238#0/2	59	59	1	smNRPS-CC	5875	4851	4909	100	2.79e-21	V1.CD10.0
FC615DRAAXX:2:87:8545:16011#0/1	62	1	62	smNRPS-CC	5875	2959	3020	98.387	2.79e-21	V1.CD10.0
FC615DRAAXX:2:94:18046:5866#0/2	59	59	1	smNRPS-CC	5875	151	209	100	2.79e-21	V1.CD10.0
FC615DRAAXX:2:118:3275:2827#0/1	59	1	59	smNRPS-CC	5875	5143	5201	100	2.79e-21	V1.CD10.0
FC615DRAAXX:2:41:15666:11582#0/2	66	1	66	smNRPS-CC	5875	3595	3660	96.97	7.76e-22	V1.CD10.0
FC615DRAAXX:2:108:18350:10408#0/2	60	1	60	smNRPS-CC	5875	4662	4721	100	7.76e-22	V1.CD10.0
FC615DRAAXX:2:110:4441:21034#0/1	62	1	60	smNRPS-CC	5875	499	558	100	7.76e-22	V1.CD10.0
FC615DRAAXX:2:63:4927:10883#0/2	61	61	1	smNRPS-CC	5875	2054	2114	100	2.16e-22	V1.CD10.0
FC615DRAAXX:2:73:2354:1985#0/2	61	61	1	smNRPS-CC	5875	3769	3829	100	2.16e-22	V1.CD10.0
FC615DRAAXX:2:98:17822:3209#0/2	61	61	1	smNRPS-CC	5875	4948	5008	100	2.16e-22	V1.CD10.0
FC615DRAAXX:2:9:8890:9782#0/2	62	62	1	smNRPS-CC	5875	2298	2359	100	6e-23	V1.CD10.0
FC615DRAAXX:2:21:4978:14413#0/2	62	1	62	smNRPS-CC	5875	4178	4239	100	6e-23	V1.CD10.0
FC615DRAAXX:2:54:4407:10177#0/2	65	65	1	smNRPS-CC	5875	995	1059	98.462	6e-23	V1.CD10.0
FC615DRAAXX:2:55:13159:18008#0/1	64	1	64	smNRPS-CC	5875	4276	4339	98.438	6e-23	V1.CD10.0
FC615DRAAXX:2:62:5105:15535#0/1	62	62	1	smNRPS-CC	5875	804	865	100	6e-23	V1.CD10.0
FC615DRAAXX:2:79:13299:3342#0/2	72	65	1	smNRPS-CC	5875	1564	1628	98.462	6e-23	V1.CD10.0
FC615DRAAXX:2:104:3386:16424#0/2	62	1	62	smNRPS-CC	5875	5442	5503	100	6e-23	V1.CD10.0
FC615DRAAXX:2:78:2492:5608#0/1	62	62	1	smNRPS-CC	5875	2629	2690	100	6e-23	V1.CD10.0
FC615DRAAXX:2:7:1266:1413#0/1	72	72	1	smNRPS-CC	5875	3412	3483	95.833	1.67e-23	V1.CD10.0
FC615DRAAXX:2:12:13485:11941#0/1	63	1	63	smNRPS-CC	5875	3595	3657	100	1.67e-23	V1.CD10.0
FC615DRAAXX:2:34:5938:8226#0/1	66	66	1	smNRPS-CC	5875	2118	2183	98.485	1.67e-23	V1.CD10.0
FC615DRAAXX:2:70:7782:6012#0/2	72	1	63	smNRPS-CC	5875	5813	5875	100	1.67e-23	V1.CD10.0
FC615DRAAXX:2:82:1489:2272#0/2	63	63	1	smNRPS-CC	5875	780	842	100	1.67e-23	V1.CD10.0
FC615DRAAXX:2:85:15546:11231#0/2	63	63	1	smNRPS-CC	5875	2297	2359	100	1.67e-23	V1.CD10.0
FC615DRAAXX:2:12:10308:18433#0/2	67	1	67	smNRPS-CC	5875	183	249	98.507	4.63e-24	V1.CD10.0
FC615DRAAXX:2:18:17248:13070#0/1	64	1	64	smNRPS-CC	5875	3553	3616	100	4.63e-24	V1.CD10.0
FC615DRAAXX:2:24:17547:10106#0/2	64	1	64	smNRPS-CC	5875	4465	4528	100	4.63e-24	V1.CD10.0
FC615DRAAXX:2:50:10878:19932#0/2	67	1	67	smNRPS-CC	5875	2907	2973	98.507	4.63e-24	V1.CD10.0
FC615DRAAXX:2:63:4927:10883#0/1	64	1	64	smNRPS-CC	5875	1788	1851	100	4.63e-24	V1.CD10.0
FC615DRAAXX:2:69:2138:5413#0/1	64	64	1	smNRPS-CC	5875	731	794	100	4.63e-24	V1.CD10.0
FC615DRAAXX:2:76:11502:4886#0/2	64	64	1	smNRPS-CC	5875	4851	4914	100	4.63e-24	V1.CD10.0
FC615DRAAXX:2:81:5260:9319#0/2	64	1	64	smNRPS-CC	5875	2252	2315	100	4.63e-24	V1.CD10.0
FC615DRAAXX:2:81:16974:9324#0/2	64	1	64	smNRPS-CC	5875	3395	3458	100	4.63e-24	V1.CD10.0
FC615DRAAXX:2:16:14537:2384#0/2	65	65	1	smNRPS-CC	5875	1177	1241	100	1.29e-24	V1.CD10.0
FC615DRAAXX:2:32:5734:19921#0/1	67	1	67	smNRPS-CC	5875	1014	1080	98.507	1.29e-24	V1.CD10.0
FC615DRAAXX:2:51:3083:14560#0/2	65	1	65	smNRPS-CC	5875	1977	2041	100	1.29e-24	V1.CD10.0
FC615DRAAXX:2:71:2822:8112#0/2	65	65	1	smNRPS-CC	5875	2454	2518	100	1.29e-24	V1.CD10.0
FC615DRAAXX:2:106:5414:4965#0/1	65	65	1	smNRPS-CC	5875	2255	2319	100	1.29e-24	V1.CD10.0
FC615DRAAXX:2:2:16514:19239#0/2	72	1	72	smNRPS-CC	5875	5516	5587	97.222	3.58e-25	V1.CD10.0
FC615DRAAXX:2:3:5664:9962#0/1	66	1	66	smNRPS-CC	5875	1854	1919	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:14:10637:5114#0/1	72	1	72	smNRPS-CC	5875	5793	5864	97.222	3.58e-25	V1.CD10.0
FC615DRAAXX:2:24:9357:7398#0/2	66	1	66	smNRPS-CC	5875	2188	2253	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:24:17547:10106#0/1	66	66	1	smNRPS-CC	5875	4726	4791	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:41:14220:2547#0/2	66	66	1	smNRPS-CC	5875	1774	1839	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:41:15666:11582#0/1	72	72	1	smNRPS-CC	5875	3846	3917	97.222	3.58e-25	V1.CD10.0
FC615DRAAXX:2:43:2114:5141#0/1	71	3	71	smNRPS-CC	5875	1564	1632	98.551	3.58e-25	V1.CD10.0
FC615DRAAXX:2:54:5179:19463#0/1	66	66	1	smNRPS-CC	5875	960	1025	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:61:15177:8635#0/2	69	1	69	smNRPS-CC	5875	510	578	98.551	3.58e-25	V1.CD10.0
FC615DRAAXX:2:67:4568:1783#0/1	69	1	66	smNRPS-CC	5875	5421	5486	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:68:5119:20163#0/1	66	66	1	smNRPS-CC	5875	1175	1240	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:77:11487:5885#0/1	66	66	1	smNRPS-CC	5875	2927	2992	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:78:15707:10088#0/2	72	1	72	smNRPS-CC	5875	4598	4669	97.222	3.58e-25	V1.CD10.0
FC615DRAAXX:2:82:1489:2272#0/1	66	1	66	smNRPS-CC	5875	510	575	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:92:16940:12555#0/2	72	72	1	smNRPS-CC	5875	4547	4618	97.222	3.58e-25	V1.CD10.0
FC615DRAAXX:2:97:4064:10418#0/1	66	1	66	smNRPS-CC	5875	5603	5668	100	3.58e-25	V1.CD10.0
FC615DRAAXX:2:1:2371:16437#0/1	67	67	1	smNRPS-CC	5875	4886	4952	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:5:12548:16385#0/2	72	72	6	smNRPS-CC	5875	5809	5875	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:21:17028:3767#0/2	67	1	67	smNRPS-CC	5875	804	870	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:28:3732:7354#0/2	67	1	67	smNRPS-CC	5875	3358	3424	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:32:3396:14144#0/1	69	1	69	smNRPS-CC	5875	1029	1097	98.551	9.96e-26	V1.CD10.0
FC615DRAAXX:2:56:11592:13388#0/1	67	67	1	smNRPS-CC	5875	1795	1861	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:62:7725:6873#0/2	67	1	67	smNRPS-CC	5875	5243	5309	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:76:2904:14616#0/2	67	1	67	smNRPS-CC	5875	5501	5567	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:81:5260:9319#0/1	67	67	1	smNRPS-CC	5875	2515	2581	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:88:6549:6850#0/2	67	67	1	smNRPS-CC	5875	498	564	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:90:11727:18537#0/2	67	67	1	smNRPS-CC	5875	4895	4961	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:113:2996:4463#0/1	67	1	67	smNRPS-CC	5875	1651	1717	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:113:2996:4463#0/2	67	67	1	smNRPS-CC	5875	1929	1995	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:66:4125:4163#0/1	67	67	1	smNRPS-CC	5875	4977	5043	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:90:2668:19153#0/1	67	67	1	smNRPS-CC	5875	4969	5035	100	9.96e-26	V1.CD10.0
FC615DRAAXX:2:59:14755:5898#0/1	71	1	71	smNRPS-CC	5875	5143	5213	98.592	2.77e-26	V1.CD10.0
FC615DRAAXX:2:71:3130:6740#0/1	68	1	68	smNRPS-CC	5875	2455	2522	100	2.77e-26	V1.CD10.0
FC615DRAAXX:2:94:12788:12439#0/1	68	1	68	smNRPS-CC	5875	2140	2207	100	2.77e-26	V1.CD10.0
FC615DRAAXX:2:108:9808:10845#0/2	71	71	1	smNRPS-CC	5875	3255	3325	98.592	2.77e-26	V1.CD10.0
FC615DRAAXX:2:1:16063:20602#0/1	72	1	72	smNRPS-CC	5875	5279	5350	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:2:18806:5826#0/1	69	69	1	smNRPS-CC	5875	3140	3208	100	7.7e-27	V1.CD10.0
FC615DRAAXX:2:4:11123:8664#0/2	72	1	69	smNRPS-CC	5875	3358	3426	100	7.7e-27	V1.CD10.0
FC615DRAAXX:2:9:1404:19016#0/2	72	1	72	smNRPS-CC	5875	3311	3382	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:10:4706:5998#0/2	72	1	72	smNRPS-CC	5875	3528	3599	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:13:9340:9273#0/2	72	72	1	smNRPS-CC	5875	573	644	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:14:14475:9931#0/1	69	1	69	smNRPS-CC	5875	5583	5651	100	7.7e-27	V1.CD10.0
FC615DRAAXX:2:21:14838:8982#0/1	72	1	72	smNRPS-CC	5875	3949	4020	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:25:8079:5317#0/1	72	1	72	smNRPS-CC	5875	4413	4484	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:35:4334:13971#0/1	72	1	72	smNRPS-CC	5875	1575	1646	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:38:19639:2668#0/2	72	1	72	smNRPS-CC	5875	5745	5816	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:44:7058:5633#0/1	72	1	72	smNRPS-CC	5875	3649	3720	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:44:18344:4912#0/1	72	1	72	smNRPS-CC	5875	2830	2901	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:47:4980:7744#0/2	72	69	1	smNRPS-CC	5875	4967	5035	100	7.7e-27	V1.CD10.0
FC615DRAAXX:2:47:8142:20415#0/2	72	1	72	smNRPS-CC	5875	4265	4336	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:47:8925:10641#0/2	72	72	1	smNRPS-CC	5875	3250	3321	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:54:14226:4594#0/2	72	1	72	smNRPS-CC	5875	5118	5189	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:56:11355:20735#0/2	72	1	72	smNRPS-CC	5875	3188	3259	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:64:16294:9755#0/2	69	1	69	smNRPS-CC	5875	1847	1915	100	7.7e-27	V1.CD10.0
FC615DRAAXX:2:67:3608:7039#0/1	72	1	72	smNRPS-CC	5875	753	824	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:67:4568:1783#0/2	69	69	1	smNRPS-CC	5875	5681	5749	100	7.7e-27	V1.CD10.0
FC615DRAAXX:2:72:12141:1863#0/1	72	1	72	smNRPS-CC	5875	221	292	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:72:12141:1863#0/2	72	72	1	smNRPS-CC	5875	482	553	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:74:4877:21038#0/2	72	72	1	smNRPS-CC	5875	5757	5828	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:74:5889:5442#0/2	72	72	1	smNRPS-CC	5875	1132	1203	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:74:11933:11699#0/2	72	1	72	smNRPS-CC	5875	578	649	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:75:8867:10569#0/2	72	1	72	smNRPS-CC	5875	461	532	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:84:18489:4162#0/1	72	1	72	smNRPS-CC	5875	3311	3382	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:87:8545:16011#0/2	72	72	1	smNRPS-CC	5875	3210	3281	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:92:16940:12555#0/1	72	1	72	smNRPS-CC	5875	4283	4354	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:98:9752:18629#0/1	72	72	1	smNRPS-CC	5875	4415	4486	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:107:13326:16489#0/1	72	72	1	smNRPS-CC	5875	3905	3976	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:108:15156:12352#0/2	72	1	72	smNRPS-CC	5875	4043	4114	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:109:4281:4657#0/2	72	1	72	smNRPS-CC	5875	498	569	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:109:18773:5735#0/2	72	1	72	smNRPS-CC	5875	5663	5734	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:112:15379:3254#0/1	72	72	1	smNRPS-CC	5875	3889	3960	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:114:13428:8230#0/2	72	72	1	smNRPS-CC	5875	851	922	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:120:15464:10488#0/2	72	1	72	smNRPS-CC	5875	3700	3771	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:61:1810:12236#0/2	72	72	1	smNRPS-CC	5875	4869	4940	98.611	7.7e-27	V1.CD10.0
FC615DRAAXX:2:4:2207:8327#0/1	70	70	1	smNRPS-CC	5875	388	457	100	2.14e-27	V1.CD10.0
FC615DRAAXX:2:21:10087:14560#0/2	70	70	1	smNRPS-CC	5875	2324	2393	100	2.14e-27	V1.CD10.0
FC615DRAAXX:2:28:5876:15385#0/2	70	70	1	smNRPS-CC	5875	4742	4811	100	2.14e-27	V1.CD10.0
FC615DRAAXX:2:32:2854:2702#0/1	72	1	72	smNRPS-CC	5875	950	1021	98.611	2.14e-27	V1.CD10.0
FC615DRAAXX:2:33:4286:17542#0/2	70	1	70	smNRPS-CC	5875	176	245	100	2.14e-27	V1.CD10.0
FC615DRAAXX:2:37:15003:19026#0/1	70	1	70	smNRPS-CC	5875	3928	3997	100	2.14e-27	V1.CD10.0
FC615DRAAXX:2:52:17227:10028#0/1	72	72	1	smNRPS-CC	5875	2320	2391	98.611	2.14e-27	V1.CD10.0
FC615DRAAXX:2:55:2320:17042#0/1	72	1	72	smNRPS-CC	5875	3349	3420	98.611	2.14e-27	V1.CD10.0
FC615DRAAXX:2:55:8822:16666#0/1	72	72	1	smNRPS-CC	5875	1992	2063	98.611	2.14e-27	V1.CD10.0
FC615DRAAXX:2:97:8104:14354#0/1	70	70	1	smNRPS-CC	5875	4704	4773	100	2.14e-27	V1.CD10.0
